created_at,username,tweet,web,location
Tue Oct 12 14:59:00 +0000 2021,Ziyadu_R,RT @pemkabbantul: Zonasi Resiko Kasus Covid-19 Kabupaten Bantul dengan perhitungan bobot indikator kesehatan masyarakat yang terdiri dari E…,https:twitter.com/Ziyadu_R/status/1447939865522458638,"Bantul, Yogyakarta, Indonesia"
Tue Oct 12 14:41:31 +0000 2021,polsekgayamsar1,"Petugas PPKM Mikro Zonasi Kel. Gayamsari Aiptu Yudi Subiyantoro Sambang Binluh dengan Security Kantor Dukcapil Jl. Kangguru, Kel. Gayamsari, Kec. Gayamsari Kota Semarang

@divisihumaspolri @humas_poldajateng @polritvradio @semarangpemkot @teamelang_hebatsemarang @luthfi1091 https://t.co/LdYYnDVrfY",https:twitter.com/polsekgayamsar1/status/1447935467933085705,
Tue Oct 12 14:21:07 +0000 2021,PusdalopsBantul,Update Zonasi Risiko Kasus Covid-19 Kabupaten Bantul https://t.co/WkneFfRsQg,https:twitter.com/PusdalopsBantul/status/1447930332091670537,Bantul
Tue Oct 12 14:06:12 +0000 2021,pemkabbantul,"Zonasi Resiko Kasus Covid-19 Kabupaten Bantul dengan perhitungan bobot indikator kesehatan masyarakat yang terdiri dari Epidemiologi, Surveilas Kesehatan dan Pelayanan Kesehatan. Dari setiap indikator diberikan skoring dan pembobotan lalu dijumlahkan. https://t.co/AjrJeGRchh",https:twitter.com/pemkabbantul/status/1447926579888377872,"Bantul, Indonesia"
Tue Oct 12 14:05:58 +0000 2021,chifhuy,@animefess_ Katanya murid jalur zonasi gitu sie,https:twitter.com/chifhuy/status/1447926519544823811,
Tue Oct 12 14:04:12 +0000 2021,ahelahitulagi,"@schfess Jalan kaki, ya maklum korban zonasi",https:twitter.com/ahelahitulagi/status/1447926076299173901,
Tue Oct 12 13:55:26 +0000 2021,ewsmen_,@ndasmu___ zonasi,https:twitter.com/ewsmen_/status/1447923868476350470,"Cilacap, Indonesia"
Tue Oct 12 13:32:41 +0000 2021,Gojek_official,@orangbiasamales Jalur zonasi auto diterima,https:twitter.com/Gojek_official/status/1447918145721749504,DegoRide
Tue Oct 12 13:25:16 +0000 2021,PusdalopsBantul,"Update : Rekap Data Implementasi PPKM

Zonasi Pengendalian Covid-19 di Tingkat Rukun Tetangga dari 75 Kalurahan, se Kabupaten Bantul.

Nol Zona Merah,

28 Kalurahan Nol Kasus.

#PPKMLevelTiga12Oktober2021 https://t.co/S202L3ioZX",https:twitter.com/PusdalopsBantul/status/1447916277918420997,Bantul
Tue Oct 12 12:56:35 +0000 2021,LiyevAqsin,"“Araz Vadisi İqtisadi Zonası” layihəsi həm Cəbrayıl rayonunun, həm də qonşu rayonların sosial iqtisadi inkişafı üçün önəmli hadisədir https://t.co/siap1KSFhS",https:twitter.com/LiyevAqsin/status/1447909059299053568,
Tue Oct 12 12:26:09 +0000 2021,CalianaAmeera,"and I plan when I graduate from middle school, saya ingin lanjut ke SMA 9 Gowa (karena bisa jalur zonasi pastinya)
Dan saya berencana untuk lanjut kuliah ke universitas Indonesia (Jika Allah mengkehendaki🙏🏻)",https:twitter.com/CalianaAmeera/status/1447901401699418113,"Gowa, Sulawesi Selatan"
Tue Oct 12 11:58:52 +0000 2021,stugglen,@kimatchaju korban zonasi,https:twitter.com/stugglen/status/1447894537058197518,kwangya selatan
Tue Oct 12 11:51:02 +0000 2021,Sponthoneus,"RT @hanif_aa: Seratus tempat makan rekomendasi @drhaltekehalte yang telah diurutkan berdasarkan zonasi. Silakan diunduh gambarnya, mudah-mu…",https:twitter.com/Sponthoneus/status/1447892562765774855,
Tue Oct 12 11:18:31 +0000 2021,praramrandi,"Tapi ya sulit ngubahnya, sistemnya udah mengakar. Pake cara zonasi juga tetep aja diakalin.",https:twitter.com/praramrandi/status/1447884381180215298,Bandung
Tue Oct 12 09:12:44 +0000 2021,M416SCARL,Tp menurut gw tabibito waktu sampe snezhnaya si teucer udh smp sih atau udh mau masuk sma trus bingung zonasi soalnya dia maunya sekolah di sumeru,https:twitter.com/M416SCARL/status/1447852727086682117,INTJ-A
Tue Oct 12 08:46:49 +0000 2021,kominfotik_jt,"Budidaya tanaman Anggrek tengah digalakkan di Kecamatan Pasar Rebo. Camat Pasar Rebo, Mujiono, mengatakan, budidaya Anggrek ini berangkat dari Peraturan Daerah DKI Jakarta Tahun 2014 tentang Rencana Detail Tata Ruang dan Peraturan Zonasi.",https:twitter.com/kominfotik_jt/status/1447846206122565634,"Jalan Dr. Sumarno, Pulogebang"
Tue Oct 12 07:54:02 +0000 2021,ubeubean,kl ips di sklh gw udh jls dipandang jelek soalny dulu jalur mskny selain zonasi nilai un mrka jg ga nyampe 30 sumpah malu bgt ga lo,https:twitter.com/ubeubean/status/1447832919540527104,PINTU KELUAR ADA DI POJOK KIRI
Tue Oct 12 06:55:38 +0000 2021,sayajodohnysana,@starfess jalur zonasi,https:twitter.com/sayajodohnysana/status/1447818224909783042,Sana
Tue Oct 12 06:34:56 +0000 2021,jawapos,"Langgar Zonasi, 2 Tahun, Sembilan Proyek di Kab Pasuruan Dihentikan https://t.co/UoUQ95sM7B",https:twitter.com/jawapos/status/1447813016737644544,"Gedung Graha Pena Lt.10, Jl. R"
Tue Oct 12 06:14:20 +0000 2021,schfess,"sch! dari kalian ada gak sih kelas 10, tp merasa ga cocok sm sekolah karena sistem zonasi? aku merasa ga cocok sekolah di man (madrasah negeri) tp demi ayahku aku sekolah disini... hafalannya banyak, aku jadi merasa beban nambah. apalagi mapel agama ada 5 😭😭",https:twitter.com/schfess/status/1447807831617392641,RULES & Links 👉
Tue Oct 12 05:33:19 +0000 2021,jjkek,@dyah_pan Tuku urea wae zonasi ples ktp. Da kaya mau daptar sekulah,https:twitter.com/jjkek/status/1447797510072782849,
Tue Oct 12 05:09:59 +0000 2021,mengcintamu,"@J4KEYOON jadi yg paling tinggi keterimanya yg daftar lewat zonasi, pke rapot daftarnya rapot semester 1-5 + keterangan ranking, japres maksimal 3 tahun min 6 bulan",https:twitter.com/mengcintamu/status/1447791637753569280, amii / zeara
Tue Oct 12 05:08:06 +0000 2021,mengcintamu,"@J4KEYOON ppdb kalo ke negeri 50% jalur zonasi, afirmasi 20%, umum (rapot, japres) 25%, sama anak guru / perpindahan tugas wali 4% keterimanya",https:twitter.com/mengcintamu/status/1447791164048883718, amii / zeara
Tue Oct 12 04:27:31 +0000 2021,ssoymilk1,"@bertanyarl Mau jadi dokter, tapi ga jadi karena ternyata aku masuk SMK mau SMA kena zonasi asu",https:twitter.com/ssoymilk1/status/1447780950906007552,
Tue Oct 12 04:21:05 +0000 2021,suaradotcom,Edi pun curhat bahwa persoalan zonasi adalah wewenang pusat sehingga butuh koordinasi dari berbagai pihak. https://t.co/2f8k8fVfQf,https:twitter.com/suaradotcom/status/1447779331850207240,Jakarta Capital Region
Tue Oct 12 02:37:30 +0000 2021,munfess,-rl boleh ngga ya nanya kayak gini.. disini ada yang masuk sma nya pake jalur prestasi (nilai) ngga? udah pasrah banget kalau zonasi gak bakal dapet. yang masuk pake jalur prestasi itu total keseluruhannya berapa atau minimal supaya bisa masuk? :(,https:twitter.com/munfess/status/1447753260870160385,
Tue Oct 12 02:36:32 +0000 2021,jeasanay,"@convomf sekolah gue sblm ada sistem zonasi sistem penerimaan siswanya pake nilai rapor sama UN, kalo rata""nya dibawah 7 udah ga keterima,tapi skrng yang rata"" diatas 7 malah jarang",https:twitter.com/jeasanay/status/1447753020989534216,
Tue Oct 12 02:34:59 +0000 2021,manusiawifii,"@convomf relate sih sama aku, mau masuk SMA fav malah kehalang zonasi dan akhirnya pasrah",https:twitter.com/manusiawifii/status/1447752628180377605,
Tue Oct 12 02:15:50 +0000 2021,geuncity,@leaderywon ak mw jalur zonasi 🙋🏻‍♂️,https:twitter.com/geuncity/status/1447747811257192451,rant
Tue Oct 12 01:29:03 +0000 2021,bucinsamalele,@adorablemarklie wahh zonasi sepertinya,https:twitter.com/bucinsamalele/status/1447736039024431105,Neo Culture Islam Terpadu
Mon Oct 11 20:27:46 +0000 2021,polsekgayamsar1,"Petugas PPKM Mikro Zonasi Kel. Pandean Lamper Polsek Gayamsari Aiptu M. Yunus Melaksanakan Sambang Dialogis dengan Bp. Sucipto warga Jl. Badak Buntu, Kel. Pandean Lamper, Kec. Gayamsari Kota Semarang

@divisihumaspolri @humas_poldajateng @polritvradio @semarangpemkot https://t.co/LWS8AExtPe",https:twitter.com/polsekgayamsar1/status/1447660217781481474,
Mon Oct 11 15:46:14 +0000 2021,vestcantropus,malu itu ketika jadi korban zonasi https://t.co/rbZD6ppOrd,https:twitter.com/vestcantropus/status/1447589367350906884,she/her 
Mon Oct 11 15:42:16 +0000 2021,raspberrybombz,33. pertama mulai nulis wp bxb sekitar 2019 habis lulus smp karena galau zonasi. masih ga ikhlas sampe sekarang.,https:twitter.com/raspberrybombz/status/1447588369794433025,she/her • (rinscc) to mute cc
Mon Oct 11 15:37:05 +0000 2021,chaerieeun,akreditasi bisa bagus tapi 🙂 mentang” sekarang isinya anak zonasi jadi ngga dipeduliin wkwkwk,https:twitter.com/chaerieeun/status/1447587063725838341,poca enjoyer 
Mon Oct 11 14:51:08 +0000 2021,tilungggg,@chocochopinky loh loh gaboleh kamu tu pacarnya zonasi aja,https:twitter.com/tilungggg/status/1447575501011181570,"Lampung, Indonesia"
Mon Oct 11 14:31:36 +0000 2021,prettieleas,"@vanellopeschwe iya inget, hubungan itu ada kalanya kayak zonasi msup skola. Siapa yang deket, dia yang dapet.",https:twitter.com/prettieleas/status/1447570582464204809,
Mon Oct 11 14:01:02 +0000 2021,arshababiey,"@chitaglorya buat bayar kuliahh... modal usaha ibu... bayar sekolah adek yang bungsu, karena dia gak bisa sekolah negeri karna jauh (sekarang jalur zonasi), terpaksa harus swasta padahal uang kami paspasan banget kala itu🥺 udah tahun kedua pun belum lunas uang gedung adek🥺",https:twitter.com/arshababiey/status/1447562892241371142,
Mon Oct 11 13:58:40 +0000 2021,lilavenders,@unyongimesh KAPAN DAH??? tapi ya skrg mah udah sama aja si kan zonasi 😭😭😭,https:twitter.com/lilavenders/status/1447562297736454152,sibuk rl 
Mon Oct 11 13:54:57 +0000 2021,unyongimesh,@lilavenders Lo masuk heksa juga udah nangis darah gak sih galau zonasi??? Kata lo heksa selevel ama smansa????,https:twitter.com/unyongimesh/status/1447561360888373255,+62 | multifand00m🌾
Mon Oct 11 12:58:38 +0000 2021,clurvydreams,"@schfess engga bgt pls, aku korban zonasi and yaa kesel bgt ga masuk sekolah fav, and disini tuh kaya kurang fasilitas sama ekskulnya kayaa ga niat gitu cuma diem diem aja, osisnya juga sama diem diem aja si dari awal aku masuk rasanya pen pindah ajaa deh aslii nangis bgt klo inget😭",https:twitter.com/clurvydreams/status/1447547189832548357,
Mon Oct 11 12:52:50 +0000 2021,iniedin,"@schfess kalo ngga keterima ikut jalur 2 zonasi ntar yg ngurusin titik rumahnya juga sekolah tinggal kita cek bener apa ngga trs submit trs tinggal tunggu confirm
biasanya jaraknya ngga terlalu jauh sih dari jalur 1-2 sama web nya emg sering error gitu waktu itu jadi prosesnya mayan lama",https:twitter.com/iniedin/status/1447545729761771525,Exo planet - Neocity
Mon Oct 11 12:39:57 +0000 2021,PusdalopsBantul,"Update : Rekap Data Implementasi PPKM

Zonasi Pengendalian Covid-19 di Tingkat Rukun Tetangga dari 75 Kalurahan, se Kabupaten Bantul.

Nol Zona Merah, Nol Zona Orange,

31 Kalurahan Nol Kasus.

#PPKMLevelTiga11Oktober2021 https://t.co/PuNTmE6k0D",https:twitter.com/PusdalopsBantul/status/1447542488122593281,Bantul
Mon Oct 11 12:31:44 +0000 2021,mlevorythic09,@privaterza 2 tahun lagi...apakah tidak ada angkot jalan kesana. Gak pake sistem zonasi?,https:twitter.com/mlevorythic09/status/1447540420808876039,
Mon Oct 11 12:30:05 +0000 2021,cyaraws,@sbyfess Zonasi,https:twitter.com/cyaraws/status/1447540001495916547,
Mon Oct 11 12:26:41 +0000 2021,hemkarlar,"Səttar Möhbalıyev: “Araz Vadisi İqtisadi Zonası” Sənaye Parkı bölgənin və ümumilikdə respublikanın iqtisadiyyatına yeni güc qatacaq”

Ətraflı: https://t.co/9MnwZ3s0fO

#AHİK
#AzərbaycanHəmkarlarİttifaqlarıKonfederasiyası https://t.co/lm09JeDoq0",https:twitter.com/hemkarlar/status/1447539146705281027,
Mon Oct 11 12:23:52 +0000 2021,svtwonujjang,Gak tau kenapa makin ke sini makin ngerasa sekolah jalur zonasi dan umur itu ngebebanin banget,https:twitter.com/svtwonujjang/status/1447538438345945088,she/her
Wed Oct 13 05:17:13 +0000 2021,Nian10101,@infomjkt Sebenare program angkotan gratis gae anak SD-SMP-SMA iku wes apik min dadi arek2 ra gowo kendaraan pribadi dan semisal pengen gowo motor kudu onok SIM/mancal. Soale kan saiki rerata gae zonasi,https:twitter.com/Nian10101/status/1448155843736702977,
Wed Oct 13 05:02:53 +0000 2021,herricahyadi,"@ciroooo17 Haha sy ga tau, kl negeri kyknya ada standar nilai IPA. Mgkn jg tergantung zonasi. Dulu aja, waktu SD/SMP, kl mau ke sekolah favorit, hrs ckp nilainya. Kl ga, mentok cm bs di sekitar domisili.",https:twitter.com/herricahyadi/status/1448152237797117954,"Istanbul, Turkey"
Tue Oct 12 09:12:44 +0000 2021,M416SCARL,Tp menurut gw tabibito waktu sampe snezhnaya si teucer udh smp sih atau udh mau masuk sma trus bingung zonasi soalnya dia maunya sekolah di sumeru,https:twitter.com/M416SCARL/status/1447852727086682117,INTJ-A
Mon Oct 11 15:42:16 +0000 2021,raspberrybombz,33. pertama mulai nulis wp bxb sekitar 2019 habis lulus smp karena galau zonasi. masih ga ikhlas sampe sekarang.,https:twitter.com/raspberrybombz/status/1447588369794433025,she/her • (rinscc) to mute cc
Mon Oct 11 06:25:12 +0000 2021,berbigorll,"@soenveashn @schfess Iya weh ini nyata bangett gaiis. Aku dulu smp dpt 80 an tu nangis krn yg lain tu pada 85 ke atas kan, sma dpt zonasi jd nga bagus² amat dpt nilai 80 udah dianggap tinggi krn yg laen pada rendah. Zuzur bikin lebih berkembang yg opsi A",https:twitter.com/berbigorll/status/1447448176223424517,
Mon Oct 11 01:20:28 +0000 2021,kanaotsy,"G, yg A. Soalnya lingkungan pengaruh sih, kalo di sekitarku orang2nya positif, terus rata2 kalo dari sekolah unggul kan pada pinter2 dan rajin tuh, bakal pengaruh juga ke akunya. Sebenernya SMP sama SMA aja ngerasa agak beda, karena pas SMA zonasi, otomatis kecampur",https:twitter.com/kanaotsy/status/1447371488055545856,
Fri Oct 08 04:41:26 +0000 2021,tikaaaxy,"i hope nanti daftar SMA bisa lolos ke SMA favorit lewat japres, aamiiinnn. dulu SMP pgn banget masuk SMPN 3, tapi itu awal' zonasi ortu masih gapaham maksud zonasi itu, akhirnya ke buang ke SMPN yang jauh dari rumah 😭",https:twitter.com/tikaaaxy/status/1446334899791691779,in ur heart
Fri Oct 08 02:11:38 +0000 2021,onlyforjasuke,rumahku jauh dari sma negeri alias gara gara sistem zonasi😔 tapi memang dari smp pengen masuk ke swasta soalnya ada jurusan yang dipengenin https://t.co/sQkEEDrvTy,https:twitter.com/onlyforjasuke/status/1446297200502312962,she/her 04z
Thu Oct 07 03:31:27 +0000 2021,pmngksh,"@rindubeneran tk : negri
sd : negri
smp : negri
smk : swasta (pengennya sma berhubung zonasi terpaksa deh)
kuliah : KUDU NEGRI

:')",https:twitter.com/pmngksh/status/1445954902031671299,
Wed Oct 06 17:52:21 +0000 2021,yoiiiiiiiiiiii3,"@rindubeneran Tk : negeri
Sd : negeri
Smp : negeri
Sma : swasta islam (bcss zonasi) sebel bgt gue
Kuliah : bismillah negeri",https:twitter.com/yoiiiiiiiiiiii3/status/1445809163498450951,
Wed Oct 06 15:52:51 +0000 2021,bananamiyk,"Sejak smp juga udah jauh soalnya mama sengaja nyekolahin di lingkungan yang beda biar temennya gak itu itu aja dan banyak pengalaman. Untung si dulu gaada sistem zonasi. 

Tapi kalo ramadhan tiba tiba akrab lagi soalnya kan ngumpul tadarus di mushola. Ih kangen da:( https://t.co/Rj4lVCmgnD",https:twitter.com/bananamiyk/status/1445779092926722060,𝙱𝚊𝚗𝚐𝚝𝚊𝚗’𝚜♡︎♡︎♡︎
Wed Oct 06 10:58:09 +0000 2021,thissjunky,@castllepearl gue malah smp yang kehalang zonasi 😔💔,https:twitter.com/thissjunky/status/1445704927196565523,✰ selective
Tue Oct 05 12:34:57 +0000 2021,Moonyxandrose,"ganti juga dong kebijakan. ppdb dki semakin dipersulit. ada jalur umum, jalur lokal, jalur prestasi. padahal dulu tuh ppdb dki murni jalur umum semua. gua yakin bisa masuk jalur umum. tp pas gua kelas 3 smp saat itu, ketentuan berubah berdasarkan sistem zonasi 😌",https:twitter.com/Moonyxandrose/status/1445366899039039491,Amazon lily
Tue Oct 05 02:07:17 +0000 2021,ccindyaa,"@convomf udh srek sama temen smp udh janjian daftar ke sma yang sama , eh zonasi🙏😃",https:twitter.com/ccindyaa/status/1445208943135842305,
Wed Oct 13 04:42:36 +0000 2021,mahesatiwi,"12. Peta zonasi risiko daerah dihitung berdasarkan indikator-indikator kesehatan masyarakat dengan menggunakan skoring dan pembobotan. #ZonaHijauTetapProkes
https://t.co/QPVs5qmXYb",https:twitter.com/mahesatiwi/status/1448147133375205380,"DKI Jakarta, Indonesia"
Wed Oct 13 04:02:26 +0000 2021,BantengnyaPDIP,"12. Peta zonasi risiko daerah dihitung berdasarkan indikator-indikator kesehatan masyarakat dengan menggunakan skoring dan pembobotan. #ZonaHijauTetapProkes
https://t.co/YaSthpLG0e",https:twitter.com/BantengnyaPDIP/status/1448137023571652615,
Wed Oct 13 03:37:04 +0000 2021,Lionelbarcalope,"12. Peta zonasi risiko daerah dihitung berdasarkan indikator-indikator kesehatan masyarakat dengan menggunakan skoring dan pembobotan. #ZonaHijauTetapProkes
https://t.co/pCxQV7KFjE",https:twitter.com/Lionelbarcalope/status/1448130640587542532,"Medan Kota, Indonesia"
Wed Oct 13 02:27:54 +0000 2021,Apede16,"12 Peta zonasi risiko daerah dihitung berdasarkan indikator-indikator kesehatan masyarakat dengan menggunakan skoring dan pembobotan #ZonaHijauTetapProkes
https://t.co/CbuhP5gN6W",https:twitter.com/Apede16/status/1448113236524425219,seminyak
Wed Oct 13 02:10:51 +0000 2021,Nhurulku19,"12. Peta zonasi risiko daerah dihitung berdasarkan indikator-indikator kesehatan masyarakat dengan menggunakan skoring dan pembobotan. #ZonaHijauTetapProkes
https://t.co/3YwvOTO1YY",https:twitter.com/Nhurulku19/status/1448108942572277763,
Wed Oct 13 02:03:58 +0000 2021,corinasocialy,"12. Peta zonasi risiko daerah dihitung berdasarkan indikator-indikator kesehatan masyarakat dengan menggunakan skoring dan pembobotan #ZonaHijauTetapProkes
https://t.co/V6F42bdyrF",https:twitter.com/corinasocialy/status/1448107211620769803,
Wed Oct 13 02:01:46 +0000 2021,sriutamy29,"12. Peta zonasi risiko daerah dihitung berdasarkan indikator-indikator kesehatan masyarakat dengan menggunakan skoring dan pembobotan. #ZonaHijauTetapProkes
https://t.co/8EgGeJOGj4",https:twitter.com/sriutamy29/status/1448106658236751873,
Wed Oct 13 01:59:26 +0000 2021,Anak_Senja90,"Peta zonasi risiko daerah dihitung berdasarkan indikator-indikator kesehatan masyarakat dengan menggunakan skoring dan pembobotan. #ZonaHijauTetapProkes
https://t.co/Zk0gaFAduZ",https:twitter.com/Anak_Senja90/status/1448106070786854917,"Denpasar Selatan, Indonesia"
Wed Oct 13 01:53:46 +0000 2021,TempoeDoeloee,"Peta zonasi risiko daerah dihitung berdasarkan indikator-indikator kesehatan masyarakat dengan menggunakan skoring dan pembobotan. #ZonaHijauTetapProkes
https://t.co/mxIKFkGWcR",https:twitter.com/TempoeDoeloee/status/1448104643112816640,
Tue Oct 12 12:26:09 +0000 2021,CalianaAmeera,"and I plan when I graduate from middle school, saya ingin lanjut ke SMA 9 Gowa (karena bisa jalur zonasi pastinya)
Dan saya berencana untuk lanjut kuliah ke universitas Indonesia (Jika Allah mengkehendaki🙏🏻)",https:twitter.com/CalianaAmeera/status/1447901401699418113,"Gowa, Sulawesi Selatan"
Sun Oct 10 14:54:28 +0000 2021,Lionelbarcalope,"Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/aIOftcISuS",https:twitter.com/Lionelbarcalope/status/1447213951486283779,"Medan Kota, Indonesia"
Sun Oct 10 14:45:14 +0000 2021,BantengnyaPDIP,"Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/5En9BKY5uQ",https:twitter.com/BantengnyaPDIP/status/1447211625245601794,
Sun Oct 10 12:23:05 +0000 2021,nuchillinaris,"Alhamdulillah, 3 minggu terakhir, #Indonesia resmi terbebas dari zona merah #COVID19. Berdasarkan peta zonasi risiko, tiada zona merah tersisa.

Semakin terkendali. Seminggu terakhir, penambahan kasus tak lebih dari 2.000 orang/hari. #JokowiPresidenJenius https://t.co/j3YNaPOgtM",https:twitter.com/nuchillinaris/status/1447175852412661763,Wonderful Indonesia
Sun Oct 10 12:20:10 +0000 2021,tpiboonggg,"Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/9FpwCajmtQ",https:twitter.com/tpiboonggg/status/1447175121446195208,Cangtip tapi boong
Sun Oct 10 12:11:39 +0000 2021,akufelfel,"Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/KW8plQyc8q",https:twitter.com/akufelfel/status/1447172976026152966,"DKI Jakarta, Indonesia"
Sun Oct 10 12:04:48 +0000 2021,viavianiii,"Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/HHUKlKUiL4",https:twitter.com/viavianiii/status/1447171251852566528,"DKI Jakarta, Indonesia"
Sun Oct 10 11:55:38 +0000 2021,canputtt,"Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/9nnVBdan8X",https:twitter.com/canputtt/status/1447168944842805253,"DKI Jakarta, Indonesia"
Sun Oct 10 10:50:36 +0000 2021,mahesatiwi,"Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/RCEX61eieL",https:twitter.com/mahesatiwi/status/1447152581361369088,"DKI Jakarta, Indonesia"
Sun Oct 10 04:43:12 +0000 2021,Apede16,"19. Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/jxLGvYHAIc",https:twitter.com/Apede16/status/1447060118575542273,seminyak
Sun Oct 10 04:28:35 +0000 2021,corinasocialy,"20 Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/PaAOcHSME0",https:twitter.com/corinasocialy/status/1447056441613815821,
Sun Oct 10 04:25:43 +0000 2021,TempoeDoeloee,"Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/s7mC9nJINv",https:twitter.com/TempoeDoeloee/status/1447055721644711945,
Sun Oct 10 04:19:33 +0000 2021,Anak_Senja90,"Dalam tiga minggu terakhir, Indonesia telah resmi terbebas dari zona merah alias wilayah berisiko tinggi Covid-19. Berdasarkan peta zonasi risiko, tak ada zona merah yang tersisa. #ZonaHijauCovid https://t.co/D4ogENJMUj",https:twitter.com/Anak_Senja90/status/1447054168372367362,"Denpasar Selatan, Indonesia"
Thu Oct 07 06:30:03 +0000 2021,kumparan,Apakah sistem zonasi pada Penerimaan Peserta Didik Baru di Indonesia merupakan hal yang mengancam HAM dalam konteks Hak Atas Pendidikan yang inklusif dan berkualitas? #userstory https://t.co/hPFYNgFoN9,https:twitter.com/kumparan/status/1445999844846276612,
Wed Oct 06 12:03:41 +0000 2021,fkphbrawijaya,UNESCO meminta Indonesia untuk memberikan alasan tentang perubahan signifikan yang dilakukan pada sistem zonasi tahun 2020 yang mengakibatkan penurunan zona hutan belantara sampai sepertiga dari luas sebelumnya.,https:twitter.com/fkphbrawijaya/status/1445721421041127430,"Malang, Jawa Timur."
Wed Oct 06 07:45:00 +0000 2021,RadioSmartFM,"Satuan Tugas Penanganan Covid-19 Indonesia merilis peta zonasi risiko terbaru.

Berdasarkan peta risiko yang dirilis pada 3 Oktober 2021 itu, terlihat bahwa saat ini Indonesia didominasi dengan zona kuning atau risiko rendah.
 
#SmartNews @kompascom https://t.co/2VsH1OuA2L",https:twitter.com/RadioSmartFM/status/1445656319424401408,Jl. Kebahagiaan No.4-14Jakarta
Wed Oct 06 05:30:23 +0000 2021,SonoraFM92,"12.29 #BeritaSONORA - Berdasarkan peta zonasi risiko yang dirilis Satgas Covid-19, saat ini Indonesia didominasi zona kuning atau zona risiko rendah. https://t.co/yCOIP92Ty6
via @kompascom",https:twitter.com/SonoraFM92/status/1445622441334562816,"Jakarta Barat, DKI Jakarta"
Wed Oct 06 05:27:32 +0000 2021,kompascom,"Berdasarkan peta zonasi risiko yang dirilis Satgas Covid-19, saat ini Indonesia didominasi zona kuning atau zona risiko rendah. https://t.co/45pAZ8X1mk",https:twitter.com/kompascom/status/1445621726159593487,Jakarta
Wed Oct 13 05:17:13 +0000 2021,Nian10101,@infomjkt Sebenare program angkotan gratis gae anak SD-SMP-SMA iku wes apik min dadi arek2 ra gowo kendaraan pribadi dan semisal pengen gowo motor kudu onok SIM/mancal. Soale kan saiki rerata gae zonasi,https:twitter.com/Nian10101/status/1448155843736702977,
Wed Oct 13 02:56:56 +0000 2021,igissan,"@schfess sampai sekarang masih inget rasa sakit nya mundur, 2 kali (SMP-SMA) dilempar karna zonasi, waktu SD aku capek belajar eh katanya yang zonasi lebih diutamakan jadi aku pergi ke sekolah lain yang alhamdulilah aku betah, SMA ini ya Allah sakit sesakit sakit nya🙏☺️",https:twitter.com/igissan/status/1448120540242366466,
Tue Oct 12 12:26:09 +0000 2021,CalianaAmeera,"and I plan when I graduate from middle school, saya ingin lanjut ke SMA 9 Gowa (karena bisa jalur zonasi pastinya)
Dan saya berencana untuk lanjut kuliah ke universitas Indonesia (Jika Allah mengkehendaki🙏🏻)",https:twitter.com/CalianaAmeera/status/1447901401699418113,"Gowa, Sulawesi Selatan"
Tue Oct 12 09:12:44 +0000 2021,M416SCARL,Tp menurut gw tabibito waktu sampe snezhnaya si teucer udh smp sih atau udh mau masuk sma trus bingung zonasi soalnya dia maunya sekolah di sumeru,https:twitter.com/M416SCARL/status/1447852727086682117,INTJ-A
